term_id,prefLabel@en,altLabel@en,definition@en,prefLabel@es,altLabel@es,definition@es,prefLabel@de,altLabel@de,definition@de,prefLabel@nl,altLabel@nl,definition@nl,iate_id
LT5035989,término,,,,,,,,,,,,
