prefLabel@es,term_id
metal coating technique,LT8694548
metal screen,LT1561120
metallic coating,LT1688099
metallic flexible strip,LT1196886
metallic material,LT8472188
metallic sheet,LT7696259
method and industrial sector,LT3716942
method in IACS,LT7360447
methodology,LT2812167
methods for calculation,LT9653147
mid point,LT1032130
mid span,LT9998412
middle of stack height,LT3835141
midship cargo,LT4614096
midship cargo hold,LT9104473
midship cargo hold region,LT9516541
midship region,LT8104448
mineral blasting medium,LT6691820
minimum Gm,LT1673327
minimum critical buckling,LT1685401
minimum depth of hardening,LT5156822
minimum distance,LT3450574
minimum draught,LT4797684
minimum elastic compressive buckling,LT8062654
minimum frequency range,LT7813166
minimum hardening depth,LT2610687
minimum horizontal,LT9509698
minimum oversize,LT4812038
minimum requirement,LT5121025
minimum section diameter,LT6447159
minimum shaft diameter,LT7770909
minimum stress,LT3987521
minimum thickness,LT4245009
minimum yield strength,LT3439918
minimum yield stress,LT2531849
misfiring condition,LT3954164
mixed stowage,LT9078229
mixing ratio,LT7222455
mobile offshore unit,LT9209565
mode interaction,LT6846355
mode natural frequency,LT7274697
mode of column,LT9884036
mode of failure,LT7440148
model boundary,LT2465034
model for metallic material,LT5526472
model imperfection,LT9206522
model surface warp,LT6521206
model under consideration,LT4631510
models etc,LT4194906
modes of column,LT2042058
modes of failure,LT3769574
modification coefficient,LT7882203
modified staircase method,LT4534851
modulus stiffness,LT5363061
moment adjustment,LT6285232
moment adjustment in kNm,LT9448959
moment against limit value,LT2917121
moment and shear force,LT3137356
moment arm,LT7054177
moment coefficient,LT5672046
moment diagram,LT1182369
moment distribution,LT1143500
moment if Mh,LT2834500
moment if Mv,LT5306842
moment of area,LT6349230
moment of inertia,LT7646119
moments of inertia,LT2284209
moments outside midship,LT2485660
monitored machinery,LT5063747
monitoring,LT3458893
monitoring system,LT2849986
motor damping,LT2044104
motor room,LT2545175
multiplier factor at failure,LT6904473
multiplier factors at failure,LT1081900
multiradii design,LT8822221
multiradii transition,LT7106009
natural frequency,LT8290947
navigational equipment,LT5789794
near surface scan,LT4526562
necessary approval step,LT1306169
necessary hardness,LT2246688
necessary manual action,LT5799781
need for manual action,LT8557723
negative damping,LT1926435
negative inverse slope,LT8092807
negative load,LT7339208
negative post,LT3747528
negative sign,LT3930104
negative torque,LT6973765
negligible influence,LT5797649
net St,LT3287630
net cross,LT2732049
net flange,LT6064801
net longitudinal force,LT6666450
net moment of inertia,LT2964082
net section modulus,LT4826472
net sectional area,LT4155182
net spindle torque,LT4824687
net thickness,LT2833454
net thickness of plate,LT4020571
net web,LT1864001
net web area,LT3812249
net web thickness,LT2781023
neutral axis,LT2986074
neutral axis position,LT1226566
new appendix,LT4888974
new load distribution curve,LT3282060
nickel base alloy,LT6301186
nitrided fillet,LT7198772
nitrided steel,LT1546509
nitriding depth,LT1300813
nodal force,LT2694692
nodal point,LT6385260
nodal stress,LT9362126
nodal stress result,LT2956624
node element,LT9582873
node plate,LT1596136
node shell,LT8839490
nominal alternating,LT8706622
nominal angle,LT6280970
nominal beam angle,LT3896646
nominal charge,LT4832580
nominal equivalent stress,LT1228448
nominal probe angle,LT1433277
nominal rim,LT8205704
nominal stress,LT6070401
nominal surface pressure,LT2194415
nominal torque,LT5281568
nominal torsional stress,LT1752726
nominal ultimate capacity,LT4870605
normal condition,LT7387930
normal grade,LT7943105
normal incidence,LT7608385
normal operating condition,LT1346325
normal operation,LT6287095
normal operation condition,LT4958662
normal probe,LT3729925
normal production,LT8876213
normal production tolerance,LT1082844
normal routine,LT7983746
normal tolerance,LT4307488
notations for redundant machinery,LT1463147
notch factor,LT9269790
notch influence term,LT2100256
notch sensitivity coefficient,LT4653382
notch sensitivity factor,LT3490478
notched test piece,LT9523734
nozzle propeller,LT5613336
number of change,LT5514259
number of container layer,LT2974782
number of container stack,LT4609398
number of cycle,LT8680675
number of cylinder,LT2336689
number of failure,LT1448017
number of ice impact,LT5740921
number of load,LT8788878
number of load cycle,LT2833412
number of longitudinal station,LT6003388
number of passage,LT7028666
number of planet,LT5520741
number of radiograph,LT9185360
number of revolution,LT4138721
number of run,LT4409731
number of sample,LT2696124
number of specimen,LT8465539
number of stack,LT2661819
number of stress block,LT4034877
number of stress cycle,LT8231414
number of teeth,LT3401257
numbers of cycle,LT5657822
numeric stability,LT7005618
numerical accuracy,LT1310690
numerical iteration,LT3079244
observed contact pattern,LT3955065
obstacle position,LT5940022
obtainable astern revolution,LT9720535
obtainable astern torque,LT2445950
offline,LT6067959
offline system,LT3401089
offshore installation,LT3177027
offshore structure,LT6566604
offshore unit,LT6583577
oil bore,LT5635433
oil drilling,LT5860498
oil film,LT7484993
oil hole,LT8556371
oil hole criterion,LT4410011
oil sampling,LT2856162
oilbore outlet,LT5515159
old IEC standard,LT7366278
onboard,LT8032481
onboard Pm,LT9674593
onboard loading,LT6458544
onboard responsible acc,LT9281319
onerous load,LT1962605
open deck,LT6358259
open gear,LT9960324
open or closed position,LT4048091
open propeller,LT1310678
operating condition,LT9568587
operating station,LT4895768
operation manual,LT6333091
operational Test,LT5697699
operational manual,LT6889440
operational procedure,LT4673624
operational speed,LT5249339
operational test incl,LT4362656
operators eye,LT4553850
optical density,LT3901377
optimum angle,LT2934081
order perturbation,LT9037072
order polynomial curve,LT8949985
order rates,LT6457552
order resonance,LT2322132
order resonance speed,LT8498175
ordinary steel,LT3505485
ordinary torsional vibration,LT1544002
ordinate system,LT6746675
ore carrier,LT1487296
orientation on board,LT2548576
original acceptance level,LT1642099
original staircase method,LT6965038
orthogonal shear,LT7462548
orthotropic material,LT8316129
outer bottom at centreline,LT8198341
outer compressive,LT4015869
outer diameter,LT2284301
outer edge,LT5661982
outer member,LT8978802
outer plate edge,LT4640512
outlet of journal oil,LT9341170
outlets of crankpin oil,LT7481738
outlets of journal,LT6415946
overall behaviour,LT9915660
overall function,LT1303862
overall hull girder,LT6159797
overall intention,LT1362113
overall mode,LT4622244
overall modulus of elasticity,LT1979043
overall performance,LT5447972
overall safety,LT5959809
overall shear force,LT3050055
overall ship description,LT4291285
overall stiffness,LT3082121
overlap beam element,LT8883560
overlap ratio,LT4518019
overlay and clad welding,LT5327128
overload capacity,LT4992612
overpressure type with inlet,LT2088696
pair contact,LT7078942
pair of teeth,LT2354627
pairs of teeth,LT3638233
panel and curved panel,LT8559573
panel by panel,LT1244170
panel capacity,LT4586524
panel in ship,LT9057003
panels in ship,LT6306043
par,LT3692647
parabolic tetrahedron mesh,LT7123479
parallel wall,LT6550015
parameter Weibull distribution,LT7468828
parameter _,LT3979940
parent material,LT1840949
parent metal,LT5773189
part of additional load,LT1933142
part of servo cylinder,LT6336912
partial safety,LT1557129
partial safety factor,LT8893712
partial ship,LT8050327
partial ship FE analysis,LT3541368
partial ship FE model,LT1224091
partial ship analysis,LT7322340
partial ship model,LT4496688
particular LNG vessel,LT8588545
partly loaded condition,LT6326174
party certification scheme,LT3012636
passenger heeling,LT9292128
passenger ship,LT3505716
path in load,LT3378817
path of contact,LT8070223
paths in load,LT5135386
peak load,LT3043839
peak stress,LT3751620
peak to valley,LT5488961
peak to valley roughness,LT4817900
peak torque,LT5857483
peak torsional stress,LT5417171
peak value,LT9828030
penetrant material,LT5718965
penetrant product,LT6693309
penetrant residue,LT9347258
penetrant system,LT2029532
penetrant testing,LT5006191
penetrant testing product,LT6376316
penetration time,LT1931917
perfect plate,LT3912048
perfect shell,LT8085095
performance criteria,LT9824597
periodical foam control test,LT4990759
peripherical pressure distribution,LT3197936
permanent deformation,LT3744678
permanent sets,LT6606606
permissible contact,LT9927650
permissible for tanker,LT9379827
permissible grain,LT5254904
permissible stack weight,LT2027170
permissible still water,LT5562217
permissible stress,LT6723818
permissible stress range,LT2385779
permissible surface,LT1186034
permissible yield utilisation factor,LT7581592
perpendicular direction,LT3108527
perpendicular oil,LT3126630
perpendicular technique,LT2895237
personnel qualification,LT2787027
perturbation approach,LT9098566
perturbation expansion,LT6900021
phase angle control,LT1794120
philosophy and redundancy intent,LT1171450
philosophy document,LT4633320
photo chromatic,LT9197513
physical arrangement,LT1737838
physical problem,LT7567328
piece of equipment,LT8111286
pieces of equipment,LT3090958
pilot cylinder,LT8110987
pilot line,LT7275991
pin fillet,LT2001406
pin on crank disk,LT3260743
pinion,LT3859036
pinion cutter,LT7011310
pinion tooth,LT3117902
pipe diameter,LT7602986
piping system,LT7305648
piston and cross head,LT1314909
pitch angle,LT6042476
pitch circle diameter,LT2866803
pitch cylinder,LT1025160
pitch diameter,LT5220528
pitch error,LT6243359
pitch error influence,LT1841543
pitch line velocity,LT8660219
pitch mechanism,LT3796768
pitch plant,LT6172420
pitch point,LT4673371
pitch propeller,LT3274152
pitch propeller plant,LT6480367
pitch ratio,LT2765974
pitted area,LT8096348
plain Test,LT5860029
plain test specimen,LT6105945
planar defect,LT2009049
planar discontinuity,LT2699851
plane boundary,LT5861000
plane boundary restraint,LT5744535
plane load,LT5505685
plane loading,LT5837881
plane of contact,LT2787663
plane plate,LT4250719
plane plate panel,LT3922329
plane shear,LT1071927
plane shear load,LT9102459
plane shear stress,LT7365760
plane stiffness,LT1380969
plane stress,LT5812939
plane support,LT3669435
plants with respect,LT2642733
plastic buckle,LT4260305
plastic collapse,LT7520939
plastic flow,LT7415051
plastic hinge,LT8064263
plastic material,LT4601354
plastic strain,LT1054193
plate,LT1383690
plate breadth,LT4991995
plate buckling,LT5358393
plate buckling model,LT7216974
plate deflection,LT2222207
plate edge,LT4975410
plate element,LT6702048
plate flange,LT4403786
plate induced failure,LT3416761
plate limit state,LT2675406
plate model,LT7100761
plate panel,LT4592681
plate panel capacity calculation,LT1472453
plate plane,LT7205675
plate slenderness,LT6436533
plate slenderness parameter,LT6753152
plate surface,LT9977104
plate theory,LT3555044
plate thickness,LT1364162
plate web,LT1352536
plate width,LT9698347
plates with aspect,LT2087743
plates with cut,LT2671450
plates with different slenderness,LT4170734
plating,LT2576200
point constraint,LT5722344
point of maximum,LT5461647
point of single pair,LT8491427
point of single tooth,LT5783719
point of view,LT4263424
polar moment of inertia,LT7693944
population value,LT8971267
port side,LT3100573
portable tank,LT5761526
position correction factor,LT3129162
position of Image quality,LT8151596
position of image quality,LT4843138
positive post,LT4154702
possible adverse influence,LT3227564
possible casualty,LT5496210
possible draught,LT8686546
possible structure,LT6525761
post cleaning,LT9357265
potential maximum value,LT5006542
power balance,LT4161365
power generation,LT3756575
power piping,LT9701120
power supplies,LT4583401
power supply,LT2313110
power unit,LT1806336
power unit per actuator,LT2154075
practical purpose,LT7979553
prediction of notch sensitivity,LT8265354
predictive maintenance,LT9478179
preparation and coupling medium,LT8562458
prescriptive assessment,LT5147002
prescriptive requirement,LT2575218
present Pul,LT9169294
present chapter,LT6360821
present guideline,LT8075302
presentation of GZ curve,LT4874171
presentation of equilibrium position,LT5536294
pressure angle,LT9040441
pressure angle at ref,LT9993000
pressure coefficient,LT8864991
pressure concentration factor,LT9490403
pressure distribution correction factor,LT6945791
pressure gauge,LT3670351
pressure relief,LT5644250
pressure vessel,LT6717768
previous load distribution curve,LT4947740
primary gain,LT7839913
primary member,LT2534067
primary stiffener,LT5837369
primary supporting member,LT5543565
principal membrane,LT9471319
principal membrane stress,LT5188494
principal stress,LT1804619
principal stress for fatigue,LT8158740
principles for steering,LT7891392
probability density function,LT9952946
probability function,LT2398015
probability of detection,LT4506023
probability of exceedance,LT3592837
probability of failure,LT3247291
probe angle,LT4057177
probe design,LT3052943
probe movement,LT1027605
probe shoe,LT4847989
probe technique,LT6784700
procedure qualification,LT1871230
process component,LT9373487
process installation,LT9674986
process plant,LT6312456
procurement document,LT7654039
product and repair procedure,LT4950446
product family,LT8390728
product standard,LT4961833
production method,LT3801528
profile camber,LT1526253
profile error,LT9332459
profile error influence,LT9385572
profile thickness,LT3629259
program,LT8983335
progressive collapse,LT6876200
progressive curve,LT6749794
project reference,LT4362001
prolonged shaft piece,LT1908038
proof stress,LT7885488
propagation direction,LT3295646
propellant cartridge,LT2894603
propeller Blade,LT3864021
propeller axial,LT4325189
propeller blade edge,LT8127040
propeller blade force,LT9806171
propeller blade plastic,LT5279244
propeller blade section,LT6828543
propeller damping,LT2094863
propeller demand torque,LT6198065
propeller diameter,LT4819554
propeller face,LT4377469
propeller flange,LT8872576
propeller hub,LT2682646
propeller ice,LT9524038
propeller immersion,LT5759644
propeller inertia,LT7504563
propeller load,LT6703685
propeller load in ice,LT2107444
propeller material,LT9957871
propeller pitch,LT7541047
propeller plant,LT1374499
propeller radius,LT8626451
propeller revolution,LT3324715
propeller shaft,LT8846340
propeller shaft direction,LT5084267
propeller shaft line,LT6345474
propeller thrust,LT7935934
propeller tip area,LT4517201
propeller torque,LT8988479
propellers on ship,LT5042647
proper condition,LT9197668
proper operation,LT1795347
properties for representative Test,LT3973794
proportional load,LT1250228
proportional loading,LT2418176
proposal for intermediate shaft,LT6144964
propulsion and position thruster,LT4022617
propulsion machinery,LT7435481
propulsion plant,LT3960707
propulsion shaft,LT2925255
propulsion shaft design,LT7995060
protected space,LT1063777
protection against corrosion,LT1293850
protection and fire fighting,LT5455224
pseudo velocity,LT6259889
pull rod,LT9666488
pump room,LT5037566
pump unit,LT2528144
pure axial,LT6151713
pure axial compression,LT7605526
pure torsion,LT4245182
push pull rod,LT7174536
qualification,LT1062787
qualification of personnel,LT1404898
qualifications of personnel,LT9008611
quality,LT1823300
quality assurance system,LT9090661
quality classis,LT8535651
quality control,LT6888830
quality control procedure,LT4787257
quality criteria,LT7454780
quality grade,LT1105574
quality level,LT1159288
quality of radiograph,LT7128545
quality value,LT4690383
quay –,LT3949946
quill shaft,LT9220751
rack tooth,LT8473554
racking force,LT2487270
racking resilience,LT6571533
radial and axial scanning,LT6465514
radial bearing,LT1982587
radial bearing surface,LT6807149
radial boring,LT6435548
radial component,LT6829543
radial force,LT7968835
radial location,LT9873666
radial shear,LT7071639
radiation beam,LT2080147
radiation side,LT2110399
radiation source,LT5057064
radiographic film,LT3225814
radiographic technique,LT7128854
radiographic testing,LT9607947
radiographic testing report,LT2157897
radius,LT1078475
radius at mesh point,LT6329272
radius of curvature,LT9368889
radius of journal,LT6858744
ramp function,LT3552389
range F –,LT3792298
range for gamma,LT4102998
range of cycle,LT4481838
range of validity,LT4905447
ranges for gamma,LT1989260
ranges of validity,LT5227006
rather high number,LT6118021
ratings for Iso,LT9517651
ratio between width,LT6654851
ray device,LT3126514
ray source,LT5095028
ray technique,LT2866118
ray tube,LT8432357
reaction force,LT2960603
real Hertzian,LT2136670
real imperfection,LT6502167
real life imperfection,LT1346827
realistic size,LT8622641
recovery system,LT7141698
rectangular buckling panel,LT8574580
rectangular plate,LT2678034
red colour,LT5208561
reduction factor,LT4261284
reduction factor for case,LT2137458
reduction in minimum source,LT6215401
reduction measure,LT6298201
reduction of reflection,LT1779518
redundancy group,LT7436019
redundancy intent,LT1955633
redundant propulsion,LT2165309
redundant system,LT7424046
reference block,LT4936526
reference curve,LT1765968
reference cylinder,LT8531238
reference diameter,LT9678725
reference document,LT7693362
reference ice thickness,LT8250435
reference load,LT8323942
reference load state,LT8785904
reference location,LT3592282
reference pitch setting,LT1730239
reference slope,LT3985449
reference test gear,LT6014936
reference to Figure,LT3191780
reference to acceptance,LT7154900
refined mesh,LT8151174
reflection amplitude,LT8115201
refraction angle,LT9486799
region of interest,LT7125704
regular model imperfection,LT8257327
regular panel,LT7652892
regular plate,LT8762603
regularly stiffened plate,LT9602050
related dimension,LT8228849
relation between unit load,LT6424253
relative displacement,LT2277858
relative engine damping,LT1627840
relative rim thickness,LT4573188
relative strain,LT3421085
relative stress gradient,LT7475976
release station,LT2054541
relevant analysis,LT2519106
relevant assumption,LT3840588
relevant diameter,LT1666556
relevant factor,LT4179626
relevant failure mode,LT5656631
relevant friction torque reduction,LT8604504
relevant indication,LT3877879
relevant parameter,LT7784135
relevant safety factor,LT8843770
relevant ship type,LT4550709
relevant test,LT1463094
reliable means,LT8925328
relief valve,LT6201026
remote control,LT1959960
remote draught reading,LT9873838
remote release control,LT3938199
remote releasing,LT4734366
removal of nozzle,LT4888864
repair Quality,LT3014748
repetitive cyclic torque,LT6761878
repetitive nominal stress,LT2755338
representative material sample,LT5044508
representative test piece,LT6476221
request form,LT5938195
request form for loading,LT6777581
required structural detail,LT1589760
required system,LT8373189
required test severity,LT2094453
requirement,LT7450417
requirement for equipment,LT3845547
requirement for main steering,LT6745139
requirements for class,LT2074760
requirements for concentrated ice,LT4714155
requirements for main steering,LT3462138
requirements in DNVGL,LT4028537
requirements of DNVGL,LT2003078
requirements of subsection,LT8560451
rescue boat,LT6855245
residual magnetic field,LT4206251
residual magnetism,LT6218904
residual magnetization,LT1940371
residual stress,LT6141308
resonance method,LT6891040
resonance speed,LT3849845
resonance test rig,LT7310517
resonance tester,LT9501607
respect to axial compression,LT2112133
respect to damage stability,LT6377035
respect to grain stability,LT3329269
respect to intact stability,LT7121149
respect to shaft speed,LT8922858
respect to stability limit,LT8747965
respect to strength,LT5615967
respect to time,LT1348964
respect to type,LT9580590
respectively wheel,LT9922449
response torque,LT9439551
response torque amplitude,LT8142635
restoration time,LT4411735
results for similar crankshaft,LT8821762
results of Cm,LT8851858
results of verification,LT7409754
results with respect,LT5091010
return to port,LT2608879
return to port capability,LT4661939
return to port project,LT3115703
return to port voyage,LT7934209
return valve,LT5110045
revealed indication,LT2430227
reversed load,LT7809538
review of safety,LT1347784
righting lever,LT9073202
rigid link,LT4216563
rigid support,LT9544704
rim thickness,LT1688923
rim thickness sr,LT1388277
rinsing method,LT7560451
risk acceptance criteria,LT1625486
risk assessment methodology,LT1056405
risk for brittle fracture,LT3028321
rod diameter,LT2044153
rod element,LT4290574
rod force,LT1497552
rod length,LT8084366
rod need,LT4767321
rod or beam element,LT4168032
rolling criteria,LT8167057
rolling direction,LT9880484
room front bulkhead,LT3644047
root area,LT6562864
root fillet,LT9289970
root fillet area,LT6375597
root fillet radius,LT3426671
root radius,LT3295158
root relief,LT4144223
root section,LT8568164
root strength,LT4698856
rotary vane type,LT6861913
rotating mass,LT6633407
rotation angle,LT6855004
rotational edge,LT5122525
rotational spring,LT9972337
rotational stiffness,LT9805902
roughness and size influence,LT1865988
rubber coupling,LT7854985
rudder,LT9540329
rule for metallic material,LT3146396
rules for classification,LT6190428
safe approximation,LT4693412
safe area,LT7911961
safe port,LT9697559
safe side,LT5295573
safe simplification,LT9521902
safe working load,LT5670050
safe zone,LT5709522
safety against fatigue,LT1524111
safety against slippage,LT3070747
safety and watertight integrity,LT8740612
safety equipment,LT8439635
safety factor,LT8425170
safety format,LT3180557
safety margin,LT1904833
safety of personnel,LT8619076
safety relief valve,LT7347908
sample mean,LT2412153
saving appliance,LT5833478
scale parameter,LT3526425
scale wake,LT1626285
scan of heat,LT1275295
scanning area,LT8930263
scanning pattern,LT8335587
scanning rate,LT8262602
scanning surface,LT6729940
scanning technique,LT6439138
scanning zone,LT2013681
scans of heat,LT8304665
scantlings assessment,LT2879937
schematic diagram,LT6851502
schematic illustration,LT5529431
scope of approval,LT5001760
screening exercise,LT2276243
screening factor,LT7303121
screening result,LT7107552
scuffing safety,LT7164403
scuffing temperature,LT3684182
sea pressure,LT9115937
sea trial,LT4641939
sea water,LT4016477
seagoing condition,LT7221934
search unit,LT4411182
second calculation,LT4903362
second layer thickness,LT6688959
section at relative radius,LT7025316
section diameter of bolt,LT5609521
section in question,LT7782322
section modulus,LT3976004
section neutral axis,LT3096515
section of web,LT1126892
section valve,LT1447629
sectional area,LT4634175
sectional area of fore,LT6907811
sectional modulus,LT6390797
sectional moment of inertia,LT6991157
sectional property,LT6724382
securing arrangement,LT6717791
securing device,LT2569947
select frequency,LT7096656
selection of safety,LT1309598
selective strength,LT4272175
sensitivity level,LT2396115
sensitivity study,LT8930621
separate calibration standard,LT6429048
separate document,LT4302742
separate power actuating system,LT5179310
separate power piping,LT2206874
sequence of ice impact,LT2057771
sequential opening,LT1618169
service supplier,LT1877662
serviceable condition,LT6249360
servo cylinder,LT2322564
servo cylinder in propeller,LT1815860
servo piston,LT3024744
servo pressure,LT1375924
set of manual action,LT3206567
shaft,LT1896808
shaft alignment,LT6663314
shaft alignment analysis,LT4649494
shaft arrangement,LT8948657
shaft centre,LT6739883
shaft core area,LT2557962
shaft design,LT6422588
shaft design against fatigue,LT9675733
shaft diameter,LT2317018
shaft line,LT4512217
shaft line earthing,LT1747357
shaft line for ice,LT6525138
shaft material,LT9915415
shaft piece,LT7787068
shaft rotational speed,LT2184933
shaft section,LT3506126
shaft speed,LT2249904
shaft stiffness,LT3442151
shafting system,LT9371043
shafts in marine,LT1471645
shafts in plant,LT7327856
shafts in way,LT1518883
shape parameter,LT8618973
shear,LT5251052
shear and lateral pressure,LT1005186
shear area,LT2037450
shear centre,LT8546976
shear centre of cross,LT2478546
shear deformation,LT9425410
shear element,LT5147824
shear flow,LT7386628
shear force,LT3157608
shear force adjustment,LT6908326
shear force correction,LT8577332
shear force distribution,LT1054986
shear force load,LT6812210
shear load,LT2474354
shear pin,LT2393991
shear stiffness,LT7941260
shear stress,LT6849073
shear wave,LT4124954
shear wave angle probe,LT4096428
shear wave probe,LT5842855
sheer strake,LT3276462
shell buckling problem,LT9436994
shell element,LT3937503
shell element mesh,LT4787702
shell structure,LT5543383
shell thickness,LT6976659
shift into tensile,LT1950924
ship,LT6659983
ship analysis,LT2309422
ship data,LT4744627
ship design,LT1691751
ship drill,LT5474945
ship hull,LT8336281
ship hull plating,LT2471928
ship in question,LT5739387
ship installation,LT2510725
ship length,LT5642200
ship side,LT8622606
ship speed,LT4609880
ship structural analysis,LT5412435
ship structure,LT2359560
ship type,LT1019319
ship type with acceptance,LT2962350
ships life,LT3435772
ships type,LT8828409
ships with large deck,LT8813990
ships without cargo,LT2143413
shock grade,LT8313018
shock load,LT3509873
shock response spectrum,LT2163824
shock testing,LT6660647
shock testing equipment,LT7418232
shock testing machine,LT9832838
shoring force,LT1734666
shoring point,LT7662518
short beam,LT1741084
short beam correction,LT2988439
shortening curve,LT8399613
shot peening,LT2263149
shrinkage pressure,LT6473948
side frame,LT2344228
side in tension,LT9124417
side main bearing,LT8923561
side opposite,LT1401409
sideways buckling,LT1698007
sign convention,LT2751811
signal amplitude,LT3264353
signal display,LT9973759
significant inertia,LT4297137
significant lateral shaft,LT8953982
significant major hazard,LT7841514
significant software alteration,LT5969262
signs of damage,LT2039407
silica sand,LT6165271
similar base material,LT1920904
similar container,LT6385151
similar crankshaft,LT3950205
similar detail,LT9222604
similar spectrum,LT7474676
similar to Figure,LT5796181
simple example,LT4657173
simple geometry,LT7663106
simplified approach,LT3671088
simplified diameter,LT8262424
simplified geometry,LT6180021
simply supported plate,LT7444351
simulation calculation,LT1704196
simulation mode,LT3607000
simulation model,LT6572439
simultaneous acting load,LT3821283
simultaneous availability,LT4308775
simultaneous twisting,LT3489238
single container weight,LT5545900
single crystal,LT1914548
single crystal probe,LT4315144
single failure,LT1569724
single mesh,LT2777589
single or double image,LT9174808
single pair contact,LT6060266
single pitch deviation,LT1265837
single probe,LT7588728
single sided weld,LT2582410
single skin,LT5893422
single tooth,LT5551675
single wall penetration,LT2322680
singularities in membrane,LT7046893
singularity truss,LT6242351
site Test,LT3053055
size crank Test,LT2577494
size crankshaft,LT2547021
size in fillet depth,LT6789480
size influence term,LT8277562
size of imperfection,LT3886045
size of indication,LT4662358
size testing,LT6968993
skew coefficient,LT3601152
skew line,LT3019206
skewed propeller,LT1990548
slab forging,LT7174787
slack tank,LT5222806
sleeve type,LT8546632
slender plate,LT7626803
slender structure,LT5206196
slenderness parameter,LT1594974
slenderness range,LT1321694
slenderness requirement,LT4636756
sloshing in slack tank,LT6742571
slow speed gear,LT3118503
small element size,LT7742078
smaller element size,LT2475477
sniped stiffener,LT4413580
soft member,LT4262851
soft steel gear,LT4876942
softer wheel,LT9198300
software,LT9885686
software design,LT9740935
software manufacturer,LT6004052
solid disc,LT3486510
solid element,LT9847532
soluble polyglycols,LT1802776
solution algorithm,LT4011234
solver in use,LT1631288
sound beam,LT7797853
sound beam axis,LT5959914
sound path,LT7810067
sound velocity,LT8249609
source of radiation,LT5611588
spacing mesh,LT9414553
special agreement,LT1242069
special approval,LT6586763
special consideration,LT6355748
special procedure,LT1272631
special purpose ship,LT1976889
specific application,LT5187123
specific check point,LT2983709
specific definition,LT8921386
specific procedure,LT4009769
specific route,LT5188567
specific ship,LT5242112
specific ship type,LT4624216
specific structure,LT8109639
specific vessel,LT1362128
speed characteristic,LT3834761
speed drop,LT6297530
speed gear,LT7918759
speed range,LT3631907
speed ratio,LT9331711
speed signal,LT1565346
spherical part,LT5731742
spherical shell,LT3956943
spherical shell segment,LT2716609
spindle axis,LT2607458
spindle torque,LT8242698
spiral bevel gear,LT5016558
spray lubrication,LT2303392
spray material,LT8183582
spraying,LT3460533
spring element,LT2164897
spring stiffness,LT1875077
sprinkler head,LT4096653
sprinkler system,LT4108344
spur gear,LT8613061
square distribution,LT6773707
square error,LT1316143
square groove,LT8736110
square method,LT8544333
stability,LT3840872
stability booklet,LT3422262
stability calculation,LT6126683
stability criteria,LT1515310
stability documentation,LT3684295
stability for untrimmed end,LT4119380
stability limit curve,LT5321232
stability regulation,LT3808346
stack,LT4465678
stack height,LT8542247
stack on deck,LT7182670
stack weight,LT8071078
stacks on deck,LT4659723
stacks with cell,LT8079061
stacks with external lashing,LT1293289
stacks with internal lashing,LT4169846
stacks with twistlocks,LT8811664
stacks with vertical lashing,LT8921610
stainless steel,LT3774136
staircase Test,LT6795366
staircase method,LT8641878
standard Test,LT6885141
standard deviation,LT7861294
standard structural detail,LT9838042
standard value,LT7413251
starboard side,LT2572164
static and dynamic load,LT8255220
static case,LT5296384
static load,LT7044406
static loading pattern,LT4452095
static sea pressure,LT9948458
static stiffness,LT5138748
static strength,LT6193617
static strength criteria,LT8203584
statistical evaluation method,LT2791056
steady state,LT6594848
steady state level,LT9585895
steady state vibration,LT2162902
steel combination,LT9539746
steel forging,LT2571128
steel heat treatment,LT3089131
steel lashing rod,LT2714505
steel of approved grade,LT5244102
steel plate,LT2535509
steel substrates,LT1668472
steering,LT2797361
steering capability,LT6722143
steering gear,LT9134748
steering gear arrangement,LT9872737
step calibration block,LT7821388
stepwise procedure,LT8404634
stern tube,LT9754141
stiffener,LT4004399
stiffener axis,LT3721849
stiffener buckling,LT7039727
stiffener buckling assessment,LT5578357
stiffener cross,LT9634918
stiffener element,LT5819366
stiffener flange,LT3691463
stiffener induced failure,LT3738628
stiffener spacing mesh,LT7079941
stiffener type,LT9744633
stiffener web,LT8335805
stiffener with attached plate,LT5456423
stiffness change,LT4506350
stiffness data,LT3391970
stiffness drop,LT9847069
stiffness per unit facewidth,LT7112130
still water shear force,LT7489155
stillwater shear force,LT1701788
stool and bottom part,LT4231196
stool part,LT1372174
stool tank,LT2314350
storage and loading unit,LT9180365
storage container,LT2770606
storage tank,LT3893214
stowage extreme transverse,LT2655626
straight beam,LT5645221
straight beam probe,LT1816293
straight beam transducer,LT4479745
straight line,LT1332221
strain amplitude,LT8768035
strain curve,LT4863580
strain gauge,LT3123823
strain gauge chain,LT8351742
strain gauge measurement,LT2738594
strength amplitude,LT5168127
strength analysis,LT8728897
strength assessment,LT6893774
strength calculation,LT8180483
strength criteria,LT7852504
strength deck,LT9758501
strength evaluation,LT9182767
strength evaluation of container,LT4352478
strength in area,LT8028422
strength of material,LT1380028
strength rating,LT2060401
strengthening of propulsion machinery,LT3039770
stress,LT2437603
stress acceptance criteria,LT2837529
stress amplitude,LT3400808
stress averaging,LT8003394
stress block,LT6042850
stress calculation,LT6663363
stress component,LT9036821
stress concentration,LT8007541
stress concentration factor,LT1782130
stress concentration formula,LT2571401
stress correction,LT2716298
stress correction factor,LT4205300
